{'epoches': 100, 'batch_size': 1000, 'initLR': 0.003, 'weights': None, 'trainpath': '../data/train.txt', 'validpath': '../data/val.txt', 'restore': '', 'savename': '../models/FastWSI_vgg_epoch_', 'net': 'myVGG', 'loss': 'CrossEntropyLoss', 'nWorker': 8, 'momentum': 0.9, 'decay': 1e-05, 'nCls': 2, 'seed': 3, 'gpu': '0'}
####################Loading dataset...
####################Loading criterion and optimizer...
####################Start training...
Current LR: 0.003
Iteration  48 loss 0.346175
Iteration  49 loss 0.326231
Iteration  50 loss 0.337387
Iteration  51 loss 0.352640
Iteration  52 loss 0.343643
Iteration  53 loss 0.382980
Iteration  54 loss 0.347280
Iteration  55 loss 0.360977
Iteration  56 loss 0.313159
Iteration  57 loss 0.318381
Iteration  58 loss 0.384466
Iteration  59 loss 0.347138
Iteration  60 loss 0.339912
Iteration  61 loss 0.347230
Iteration  62 loss 0.330101
Iteration  63 loss 0.332054
Iteration  64 loss 0.349779
Iteration  65 loss 0.371262
Iteration  66 loss 0.357280
Iteration  67 loss 0.360167
Iteration  68 loss 0.368769
Iteration  69 loss 0.337747
Iteration  70 loss 0.337589
Iteration  71 loss 0.373225
Iteration  72 loss 0.375986
Iteration  73 loss 0.347981
Iteration  74 loss 0.354208
Iteration  75 loss 0.339138
Iteration  76 loss 0.346859
Iteration  77 loss 0.348174
Iteration  78 loss 0.359895
Iteration  79 loss 0.353120
Iteration  80 loss 0.326312
Iteration  81 loss 0.353934
Iteration  82 loss 0.331797
Iteration  83 loss 0.349398
Iteration  84 loss 0.346193
Iteration  85 loss 0.348587
Iteration  86 loss 0.339819
Iteration  87 loss 0.312093
Iteration  88 loss 0.378880
Iteration  89 loss 0.326607
Iteration  90 loss 0.344767
Iteration  91 loss 0.334686
Iteration  92 loss 0.364251
Iteration  93 loss 0.357287
Iteration  94 loss 0.320968
Iteration  95 loss 0.323875
Iteration  96 loss 0.356276
Iteration  97 loss 0.317661
Iteration  98 loss 0.359007
Iteration  99 loss 0.329641
Iteration 100 loss 0.348976
Iteration 101 loss 0.355858
Iteration 102 loss 0.342492
Iteration 103 loss 0.353222
Iteration 104 loss 0.325097
Iteration 105 loss 0.349026
Iteration 106 loss 0.306055
Iteration 107 loss 0.374917
Iteration 108 loss 0.338094
Iteration 109 loss 0.356893
Iteration 110 loss 0.372814
Iteration 111 loss 0.351575
Iteration 112 loss 0.351904
Iteration 113 loss 0.342435
Iteration 114 loss 0.345822
Iteration 115 loss 0.342766
Iteration 116 loss 0.340619
Iteration 117 loss 0.353536
Iteration 118 loss 0.351430
Iteration 119 loss 0.386494
Iteration 120 loss 0.364756
Iteration 121 loss 0.309796
Iteration 122 loss 0.342966
Iteration 123 loss 0.328278
Iteration 124 loss 0.336409
Iteration 125 loss 0.309079
Iteration 126 loss 0.382681
Iteration 127 loss 0.359041
Iteration 128 loss 0.324153
Iteration 129 loss 0.328096
Iteration 130 loss 0.330284
Iteration 131 loss 0.332558
Iteration 132 loss 0.360854
Iteration 133 loss 0.333949
Iteration 134 loss 0.332771
Iteration 135 loss 0.328501
Iteration 136 loss 0.343779
Iteration 137 loss 0.327624
Iteration 138 loss 0.327648
Iteration 139 loss 0.343246
Iteration 140 loss 0.346466
Iteration 141 loss 0.408982
Iteration 142 loss 0.345293
Iteration 143 loss 0.389123
Iteration 144 loss 0.337363
Iteration 145 loss 0.348616
Iteration 146 loss 0.337128
Iteration 147 loss 0.328320
Iteration 148 loss 0.355478
Iteration 149 loss 0.350137
Iteration 150 loss 0.342916
Iteration 151 loss 0.337517
Iteration 152 loss 0.333702
Iteration 153 loss 0.375117
Iteration 154 loss 0.358734
Iteration 155 loss 0.351249
Iteration 156 loss 0.349543
Iteration 157 loss 0.339068
Iteration 158 loss 0.366620
Iteration 159 loss 0.378358
Iteration 160 loss 0.327898
Iteration 161 loss 0.388393
Epoch 57--Time(s)100.06--Avgloss0.3488-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.47s/it]2it [00:04,  3.17s/it]3it [00:04,  2.27s/it]4it [00:04,  1.63s/it]5it [00:05,  1.19s/it]6it [00:05,  1.15it/s]7it [00:05,  1.53it/s]8it [00:05,  2.01it/s]9it [00:09,  1.42s/it]10it [00:09,  1.04s/it]11it [00:09,  1.30it/s]12it [00:09,  1.73it/s]13it [00:09,  2.21it/s]14it [00:09,  2.76it/s]15it [00:09,  3.34it/s]16it [00:10,  3.98it/s]17it [00:13,  1.21s/it]18it [00:13,  1.12it/s]19it [00:13,  1.50it/s]20it [00:13,  1.97it/s]21it [00:14,  2.45it/s]22it [00:14,  3.06it/s]23it [00:14,  3.68it/s]24it [00:14,  4.28it/s]25it [00:18,  1.26s/it]26it [00:18,  1.09it/s]27it [00:18,  1.45it/s]28it [00:18,  1.92it/s]29it [00:18,  2.45it/s]30it [00:18,  3.04it/s]31it [00:19,  3.55it/s]32it [00:19,  4.13it/s]33it [00:22,  1.29s/it]34it [00:23,  1.06it/s]35it [00:23,  1.42it/s]36it [00:23,  1.88it/s]37it [00:23,  2.38it/s]38it [00:23,  2.95it/s]39it [00:23,  3.56it/s]40it [00:23,  4.12it/s]41it [00:27,  1.26s/it]42it [00:27,  1.09it/s]43it [00:27,  1.45it/s]44it [00:28,  1.92it/s]45it [00:28,  2.45it/s]46it [00:28,  3.06it/s]47it [00:28,  3.68it/s]48it [00:28,  4.19it/s]49it [00:32,  1.22s/it]50it [00:32,  1.12it/s]51it [00:32,  1.50it/s]52it [00:32,  1.97it/s]53it [00:32,  2.52it/s]54it [00:32,  3.14it/s]55it [00:32,  3.76it/s]56it [00:33,  4.41it/s]57it [00:35,  1.17it/s]58it [00:35,  1.57it/s]59it [00:35,  2.05it/s]60it [00:35,  2.63it/s]61it [00:35,  1.70it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  11680    3674      =  15354
  Negtive |  5733    39623      =  45356
==============================
Accuracy :  0.8450502388403888
Specificity :  0.8735999647235206
Recall :  0.7607138205028006
Precision :  0.6707632228794579
F1Score :  0.7129123813592945
Current LR: 0.00137419

Iteration   1 loss 0.346518
Iteration   2 loss 0.376567
Iteration   3 loss 0.371054
Iteration   4 loss 0.355750
Iteration   5 loss 0.332583
Iteration   6 loss 0.338194
Iteration   7 loss 0.329772
Iteration   8 loss 0.342826
Iteration   9 loss 0.343196
Iteration  10 loss 0.366147
Iteration  11 loss 0.366627
Iteration  12 loss 0.368761
Iteration  13 loss 0.323186
Iteration  14 loss 0.360308
Iteration  15 loss 0.345781
Iteration  16 loss 0.336500
Iteration  17 loss 0.335736
Iteration  18 loss 0.362968
Iteration  19 loss 0.355523
Iteration  20 loss 0.323529
Iteration  21 loss 0.350550
Iteration  22 loss 0.357393
Iteration  23 loss 0.350571
Iteration  24 loss 0.319028
Iteration  25 loss 0.344531
Iteration  26 loss 0.360009
Iteration  27 loss 0.352897
Iteration  28 loss 0.324203
Iteration  29 loss 0.368761
Iteration  30 loss 0.370847
Iteration  31 loss 0.354051
Iteration  32 loss 0.364978
Iteration  33 loss 0.349056
Iteration  34 loss 0.328222
Iteration  35 loss 0.321974
Iteration  36 loss 0.377534
Iteration  37 loss 0.350366
Iteration  38 loss 0.360555
Iteration  39 loss 0.380049
Iteration  40 loss 0.342839
Iteration  41 loss 0.316911
Iteration  42 loss 0.362364
Iteration  43 loss 0.353192
Iteration  44 loss 0.342494
Iteration  45 loss 0.353076
Iteration  46 loss 0.381136
Iteration  47 loss 0.337686
Iteration  48 loss 0.342390
Iteration  49 loss 0.321177
Iteration  50 loss 0.356657
Iteration  51 loss 0.346722
Iteration  52 loss 0.357934
Iteration  53 loss 0.344872
Iteration  54 loss 0.330074
Iteration  55 loss 0.355923
Iteration  56 loss 0.382434
Iteration  57 loss 0.379935
Iteration  58 loss 0.332833
Iteration  59 loss 0.352492
Iteration  60 loss 0.334277
Iteration  61 loss 0.351006
Iteration  62 loss 0.365441
Iteration  63 loss 0.319941
Iteration  64 loss 0.350619
Iteration  65 loss 0.362354
Iteration  66 loss 0.362893
Iteration  67 loss 0.318167
Iteration  68 loss 0.360128
Iteration  69 loss 0.349484
Iteration  70 loss 0.316921
Iteration  71 loss 0.357727
Iteration  72 loss 0.329161
Iteration  73 loss 0.330056
Iteration  74 loss 0.365381
Iteration  75 loss 0.348161
Iteration  76 loss 0.335152
Iteration  77 loss 0.326886
Iteration  78 loss 0.324791
Iteration  79 loss 0.337655
Iteration  80 loss 0.350945
Iteration  81 loss 0.376843
Iteration  82 loss 0.357703
Iteration  83 loss 0.343584
Iteration  84 loss 0.336818
Iteration  85 loss 0.357176
Iteration  86 loss 0.346878
Iteration  87 loss 0.336194
Iteration  88 loss 0.329962
Iteration  89 loss 0.329764
Iteration  90 loss 0.355279
Iteration  91 loss 0.343446
Iteration  92 loss 0.350297
Iteration  93 loss 0.304074
Iteration  94 loss 0.344907
Iteration  95 loss 0.360612
Iteration  96 loss 0.324006
Iteration  97 loss 0.383000
Iteration  98 loss 0.381792
Iteration  99 loss 0.348290
Iteration 100 loss 0.359235
Iteration 101 loss 0.308244
Iteration 102 loss 0.328214
Iteration 103 loss 0.378860
Iteration 104 loss 0.390896
Iteration 105 loss 0.369460
Iteration 106 loss 0.325686
Iteration 107 loss 0.359013
Iteration 108 loss 0.362741
Iteration 109 loss 0.375302
Iteration 110 loss 0.370460
Iteration 111 loss 0.371204
Iteration 112 loss 0.356032
Iteration 113 loss 0.360963
Iteration 114 loss 0.321901
Iteration 115 loss 0.364395
Iteration 116 loss 0.353813
Iteration 117 loss 0.351102
Iteration 118 loss 0.386470
Iteration 119 loss 0.349638
Iteration 120 loss 0.314477
Iteration 121 loss 0.337882
Iteration 122 loss 0.355256
Iteration 123 loss 0.344812
Iteration 124 loss 0.345133
Iteration 125 loss 0.329818
Iteration 126 loss 0.365530
Iteration 127 loss 0.360197
Iteration 128 loss 0.362077
Iteration 129 loss 0.343697
Iteration 130 loss 0.329602
Iteration 131 loss 0.338625
Iteration 132 loss 0.350729
Iteration 133 loss 0.345326
Iteration 134 loss 0.331570
Iteration 135 loss 0.347341
Iteration 136 loss 0.376091
Iteration 137 loss 0.335025
Iteration 138 loss 0.340828
Iteration 139 loss 0.368673
Iteration 140 loss 0.359519
Iteration 141 loss 0.359838
Iteration 142 loss 0.346864
Iteration 143 loss 0.318548
Iteration 144 loss 0.338663
Iteration 145 loss 0.335906
Iteration 146 loss 0.361177
Iteration 147 loss 0.338185
Iteration 148 loss 0.318553
Iteration 149 loss 0.322194
Iteration 150 loss 0.346561
Iteration 151 loss 0.338731
Iteration 152 loss 0.333079
Iteration 153 loss 0.359684
Iteration 154 loss 0.369404
Iteration 155 loss 0.317028
Iteration 156 loss 0.337506
Iteration 157 loss 0.339287
Iteration 158 loss 0.359640
Iteration 159 loss 0.363072
Iteration 160 loss 0.344248
Iteration 161 loss 0.330995
Epoch 58--Time(s)99.30--Avgloss0.3483-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.48s/it]2it [00:04,  3.17s/it]3it [00:04,  2.26s/it]4it [00:04,  1.62s/it]5it [00:05,  1.18s/it]6it [00:05,  1.15it/s]7it [00:05,  1.53it/s]8it [00:05,  2.01it/s]9it [00:09,  1.42s/it]10it [00:09,  1.04s/it]11it [00:09,  1.29it/s]12it [00:09,  1.71it/s]13it [00:09,  2.19it/s]14it [00:09,  2.78it/s]15it [00:09,  3.39it/s]16it [00:10,  4.05it/s]17it [00:13,  1.20s/it]18it [00:13,  1.13it/s]19it [00:13,  1.51it/s]20it [00:13,  1.89it/s]21it [00:14,  2.40it/s]22it [00:14,  3.01it/s]23it [00:14,  3.64it/s]24it [00:14,  4.30it/s]25it [00:18,  1.21s/it]26it [00:18,  1.05it/s]27it [00:18,  1.41it/s]28it [00:18,  1.86it/s]29it [00:18,  2.38it/s]30it [00:18,  2.99it/s]31it [00:19,  3.61it/s]32it [00:19,  4.26it/s]33it [00:22,  1.12s/it]34it [00:22,  1.08it/s]35it [00:23,  1.44it/s]36it [00:23,  1.89it/s]37it [00:23,  2.41it/s]38it [00:23,  3.03it/s]39it [00:23,  3.64it/s]40it [00:23,  4.30it/s]41it [00:26,  1.07s/it]42it [00:27,  1.03it/s]43it [00:27,  1.39it/s]44it [00:27,  1.84it/s]45it [00:27,  2.36it/s]46it [00:28,  2.96it/s]47it [00:28,  3.44it/s]48it [00:28,  4.07it/s]49it [00:31,  1.01it/s]50it [00:31,  1.08it/s]51it [00:32,  1.44it/s]52it [00:32,  1.91it/s]53it [00:32,  2.44it/s]54it [00:32,  3.05it/s]55it [00:32,  3.68it/s]56it [00:32,  4.34it/s]57it [00:33,  1.94it/s]58it [00:34,  1.71it/s]59it [00:34,  2.14it/s]60it [00:34,  2.73it/s]61it [00:35,  1.74it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  10856    4498      =  15354
  Negtive |  4431    40925      =  45356
==============================
Accuracy :  0.8529237357931148
Specificity :  0.9023061998412558
Recall :  0.7070470235769181
Precision :  0.7101458755805586
F1Score :  0.7085930615841519
Current LR: 0.0013447

Iteration   1 loss 0.328167
Iteration   2 loss 0.354809
Iteration   3 loss 0.341704
Iteration   4 loss 0.326999
Iteration   5 loss 0.326041
Iteration   6 loss 0.355211
Iteration   7 loss 0.322887
Iteration   8 loss 0.367349
Iteration   9 loss 0.322686
Iteration  10 loss 0.368575
Iteration  11 loss 0.344853
Iteration  12 loss 0.334408
Iteration  13 loss 0.352617
Iteration  14 loss 0.313904
Iteration  15 loss 0.342261
Iteration  16 loss 0.333857
Iteration  17 loss 0.391464
Iteration  18 loss 0.375572
Iteration  19 loss 0.336339
Iteration  20 loss 0.336345
Iteration  21 loss 0.346488
Iteration  22 loss 0.358432
Iteration  23 loss 0.371205
Iteration  24 loss 0.372589
Iteration  25 loss 0.350311
Iteration  26 loss 0.346159
Iteration  27 loss 0.362222
Iteration  28 loss 0.348222
Iteration  29 loss 0.359314
Iteration  30 loss 0.361355
Iteration  31 loss 0.335640
Iteration  32 loss 0.357280
Iteration  33 loss 0.358729
Iteration  34 loss 0.343208
Iteration  35 loss 0.376592
Iteration  36 loss 0.327719
Iteration  37 loss 0.357347
Iteration  38 loss 0.333899
Iteration  39 loss 0.350465
Iteration  40 loss 0.388714
Iteration  41 loss 0.353805
Iteration  42 loss 0.347366
Iteration  43 loss 0.332375
Iteration  44 loss 0.380123
Iteration  45 loss 0.358045
Iteration  46 loss 0.389433
Iteration  47 loss 0.318329
Iteration  48 loss 0.385892
Iteration  49 loss 0.354348
Iteration  50 loss 0.414357
Iteration  51 loss 0.345110
Iteration  52 loss 0.310370
Iteration  53 loss 0.318577
Iteration  54 loss 0.364315
Iteration  55 loss 0.334330
Iteration  56 loss 0.361814
Iteration  57 loss 0.324981
Iteration  58 loss 0.345047
Iteration  59 loss 0.327378
Iteration  60 loss 0.339714
Iteration  61 loss 0.326065
Iteration  62 loss 0.366595
Iteration  63 loss 0.336200
Iteration  64 loss 0.324300
Iteration  65 loss 0.376920
Iteration  66 loss 0.328215
Iteration  67 loss 0.347969
Iteration  68 loss 0.364268
Iteration  69 loss 0.329157
Iteration  70 loss 0.349189
Iteration  71 loss 0.329756
Iteration  72 loss 0.364509
Iteration  73 loss 0.336690
Iteration  74 loss 0.354852
Iteration  75 loss 0.316497
Iteration  76 loss 0.332106
Iteration  77 loss 0.333233
Iteration  78 loss 0.369796
Iteration  79 loss 0.361404
Iteration  80 loss 0.347857
Iteration  81 loss 0.371865
Iteration  82 loss 0.326114
Iteration  83 loss 0.319536
Iteration  84 loss 0.316622
Iteration  85 loss 0.340348
Iteration  86 loss 0.378343
Iteration  87 loss 0.355874
Iteration  88 loss 0.325468
Iteration  89 loss 0.338644
Iteration  90 loss 0.350882
Iteration  91 loss 0.341427
Iteration  92 loss 0.327761
Iteration  93 loss 0.350811
Iteration  94 loss 0.332249
Iteration  95 loss 0.384884
Iteration  96 loss 0.383515
Iteration  97 loss 0.340055
Iteration  98 loss 0.341937
Iteration  99 loss 0.348846
Iteration 100 loss 0.363205
Iteration 101 loss 0.348035
Iteration 102 loss 0.332333
Iteration 103 loss 0.354626
Iteration 104 loss 0.326055
Iteration 105 loss 0.346789
Iteration 106 loss 0.370757
Iteration 107 loss 0.351877
Iteration 108 loss 0.370628
Iteration 109 loss 0.339992
Iteration 110 loss 0.331486
Iteration 111 loss 0.376724
Iteration 112 loss 0.352479
Iteration 113 loss 0.328085
Iteration 114 loss 0.353744
Iteration 115 loss 0.348739
Iteration 116 loss 0.327309
Iteration 117 loss 0.322815
Iteration 118 loss 0.354100
Iteration 119 loss 0.311962
Iteration 120 loss 0.329516
Iteration 121 loss 0.365469
Iteration 122 loss 0.359070
Iteration 123 loss 0.338514
Iteration 124 loss 0.328120
Iteration 125 loss 0.393461
Iteration 126 loss 0.363176
Iteration 127 loss 0.360302
Iteration 128 loss 0.380739
Iteration 129 loss 0.362638
Iteration 130 loss 0.337116
Iteration 131 loss 0.365025
Iteration 132 loss 0.373580
Iteration 133 loss 0.343034
Iteration 134 loss 0.334051
Iteration 135 loss 0.342404
Iteration 136 loss 0.353471
Iteration 137 loss 0.355263
Iteration 138 loss 0.384480
Iteration 139 loss 0.375269
Iteration 140 loss 0.361277
Iteration 141 loss 0.348470
Iteration 142 loss 0.337702
Iteration 143 loss 0.377377
Iteration 144 loss 0.351943
Iteration 145 loss 0.355429
Iteration 146 loss 0.321056
Iteration 147 loss 0.330888
Iteration 148 loss 0.363486
Iteration 149 loss 0.368435
Iteration 150 loss 0.291234
Iteration 151 loss 0.342087
Iteration 152 loss 0.321511
Iteration 153 loss 0.337526
Iteration 154 loss 0.327127
Iteration 155 loss 0.351581
Iteration 156 loss 0.344962
Iteration 157 loss 0.385203
Iteration 158 loss 0.336007
Iteration 159 loss 0.336894
Iteration 160 loss 0.372021
Iteration 161 loss 0.429059
Epoch 59--Time(s)99.93--Avgloss0.3491-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.46s/it]2it [00:04,  3.16s/it]3it [00:04,  2.26s/it]4it [00:04,  1.62s/it]5it [00:05,  1.18s/it]6it [00:05,  1.16it/s]7it [00:05,  1.54it/s]8it [00:05,  2.02it/s]9it [00:09,  1.47s/it]10it [00:09,  1.07s/it]11it [00:09,  1.26it/s]12it [00:09,  1.67it/s]13it [00:09,  2.17it/s]14it [00:09,  2.76it/s]15it [00:10,  3.37it/s]16it [00:10,  4.04it/s]17it [00:13,  1.25s/it]18it [00:13,  1.09it/s]19it [00:14,  1.45it/s]20it [00:14,  1.91it/s]21it [00:14,  2.44it/s]22it [00:14,  3.05it/s]23it [00:14,  3.68it/s]24it [00:14,  4.34it/s]25it [00:18,  1.17s/it]26it [00:18,  1.14it/s]27it [00:18,  1.53it/s]28it [00:18,  2.01it/s]29it [00:18,  2.52it/s]30it [00:18,  3.11it/s]31it [00:19,  3.67it/s]32it [00:19,  4.33it/s]33it [00:22,  1.20s/it]34it [00:22,  1.09it/s]35it [00:23,  1.46it/s]36it [00:23,  1.92it/s]37it [00:23,  2.39it/s]38it [00:23,  3.00it/s]39it [00:23,  3.55it/s]40it [00:23,  4.22it/s]41it [00:27,  1.14s/it]42it [00:27,  1.09it/s]43it [00:27,  1.45it/s]44it [00:27,  1.90it/s]45it [00:27,  2.43it/s]46it [00:27,  3.05it/s]47it [00:28,  3.67it/s]48it [00:28,  4.32it/s]49it [00:31,  1.13s/it]50it [00:31,  1.15it/s]51it [00:31,  1.53it/s]52it [00:32,  2.01it/s]53it [00:32,  2.56it/s]54it [00:32,  3.19it/s]55it [00:32,  3.81it/s]56it [00:32,  4.47it/s]57it [00:34,  1.38it/s]58it [00:34,  1.83it/s]59it [00:34,  2.36it/s]60it [00:35,  2.30it/s]61it [00:35,  1.73it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  12231    3123      =  15354
  Negtive |  6368    38988      =  45356
==============================
Accuracy :  0.8436666117608301
Specificity :  0.8595996119587265
Recall :  0.7966002344665886
Precision :  0.6576160008602613
F1Score :  0.7204665272582688
Current LR: 0.00131515

Iteration   1 loss 0.362558
Iteration   2 loss 0.354645
Iteration   3 loss 0.348385
Iteration   4 loss 0.349031
Iteration   5 loss 0.369763
Iteration   6 loss 0.329937
Iteration   7 loss 0.355680
Iteration   8 loss 0.330572
Iteration   9 loss 0.341682
Iteration  10 loss 0.353500
Iteration  11 loss 0.336110
Iteration  12 loss 0.359837
Iteration  13 loss 0.313067
Iteration  14 loss 0.335224
Iteration  15 loss 0.335085
Iteration  16 loss 0.353683
Iteration  17 loss 0.371689
Iteration  18 loss 0.362712
Iteration  19 loss 0.319972
Iteration  20 loss 0.367165
Iteration  21 loss 0.329006
Iteration  22 loss 0.352337
Iteration  23 loss 0.354092
Iteration  24 loss 0.328836
Iteration  25 loss 0.336290
Iteration  26 loss 0.340830
Iteration  27 loss 0.317882
Iteration  28 loss 0.340888
Iteration  29 loss 0.367108
Iteration  30 loss 0.348082
Iteration  31 loss 0.364551
Iteration  32 loss 0.356885
Iteration  33 loss 0.353687
Iteration  34 loss 0.350174
Iteration  35 loss 0.332308
Iteration  36 loss 0.344744
Iteration  37 loss 0.329017
Iteration  38 loss 0.361517
Iteration  39 loss 0.306829
Iteration  40 loss 0.376217
Iteration  41 loss 0.344101
Iteration  42 loss 0.336664
Iteration  43 loss 0.349799
Iteration  44 loss 0.357301
Iteration  45 loss 0.340606
Iteration  46 loss 0.340229
Iteration  47 loss 0.343262
Iteration  48 loss 0.355395
Iteration  49 loss 0.341392
Iteration  50 loss 0.334980
Iteration  51 loss 0.362352
Iteration  52 loss 0.348776
Iteration  53 loss 0.366308
Iteration  54 loss 0.354354
Iteration  55 loss 0.355021
Iteration  56 loss 0.341632
Iteration  57 loss 0.352734
Iteration  58 loss 0.342029
Iteration  59 loss 0.367718
Iteration  60 loss 0.366528
Iteration  61 loss 0.352886
Iteration  62 loss 0.295682
Iteration  63 loss 0.370323
Iteration  64 loss 0.347258
Iteration  65 loss 0.365303
Iteration  66 loss 0.355540
Iteration  67 loss 0.359570
Iteration  68 loss 0.335328
Iteration  69 loss 0.326137
Iteration  70 loss 0.352470
Iteration  71 loss 0.347424
Iteration  72 loss 0.333127
Iteration  73 loss 0.363572
Iteration  74 loss 0.350951
Iteration  75 loss 0.351861
Iteration  76 loss 0.327682
Iteration  77 loss 0.342201
Iteration  78 loss 0.354785
Iteration  79 loss 0.370177
Iteration  80 loss 0.334011
Iteration  81 loss 0.356929
Iteration  82 loss 0.331136
Iteration  83 loss 0.336834
Iteration  84 loss 0.327806
Iteration  85 loss 0.339737
Iteration  86 loss 0.331453
Iteration  87 loss 0.334296
Iteration  88 loss 0.318055
Iteration  89 loss 0.377743
Iteration  90 loss 0.341469
Iteration  91 loss 0.372924
Iteration  92 loss 0.359493
Iteration  93 loss 0.370026
Iteration  94 loss 0.352841
Iteration  95 loss 0.332993
Iteration  96 loss 0.326460
Iteration  97 loss 0.372476
Iteration  98 loss 0.352458
Iteration  99 loss 0.362190
Iteration 100 loss 0.339614
Iteration 101 loss 0.349242
Iteration 102 loss 0.327180
Iteration 103 loss 0.361000
Iteration 104 loss 0.352724
Iteration 105 loss 0.369113
Iteration 106 loss 0.337615
Iteration 107 loss 0.331519
Iteration 108 loss 0.343174
Iteration 109 loss 0.364773
Iteration 110 loss 0.361663
Iteration 111 loss 0.390541
Iteration 112 loss 0.346639
Iteration 113 loss 0.330159
Iteration 114 loss 0.348990
Iteration 115 loss 0.379611
Iteration 116 loss 0.321255
Iteration 117 loss 0.321141
Iteration 118 loss 0.326729
Iteration 119 loss 0.359175
Iteration 120 loss 0.350652
Iteration 121 loss 0.315974
Iteration 122 loss 0.326603
Iteration 123 loss 0.337452
Iteration 124 loss 0.324573
Iteration 125 loss 0.314592
Iteration 126 loss 0.379498
Iteration 127 loss 0.336062
Iteration 128 loss 0.338143
Iteration 129 loss 0.356054
Iteration 130 loss 0.316140
Iteration 131 loss 0.316946
Iteration 132 loss 0.365737
Iteration 133 loss 0.353138
Iteration 134 loss 0.308936
Iteration 135 loss 0.341372
Iteration 136 loss 0.358593
Iteration 137 loss 0.323484
Iteration 138 loss 0.340461
Iteration 139 loss 0.367583
Iteration 140 loss 0.333179
Iteration 141 loss 0.346259
Iteration 142 loss 0.355466
Iteration 143 loss 0.349831
Iteration 144 loss 0.371313
Iteration 145 loss 0.350104
Iteration 146 loss 0.354346
Iteration 147 loss 0.340484
Iteration 148 loss 0.332896
Iteration 149 loss 0.345219
Iteration 150 loss 0.358021
Iteration 151 loss 0.327691
Iteration 152 loss 0.349005
Iteration 153 loss 0.359526
Iteration 154 loss 0.374159
Iteration 155 loss 0.377060
Iteration 156 loss 0.355269
Iteration 157 loss 0.342521
Iteration 158 loss 0.346860
Iteration 159 loss 0.361862
Iteration 160 loss 0.360608
Iteration 161 loss 0.347055
Epoch 60--Time(s)100.05--Avgloss0.3469-
Model has been saved!
0it [00:00, ?it/s]1it [00:04,  4.42s/it]2it [00:04,  3.14s/it]3it [00:04,  2.24s/it]4it [00:04,  1.61s/it]5it [00:05,  1.18s/it]6it [00:05,  1.15it/s]7it [00:05,  1.54it/s]8it [00:05,  2.02it/s]9it [00:09,  1.42s/it]10it [00:09,  1.04s/it]11it [00:09,  1.29it/s]12it [00:09,  1.72it/s]13it [00:09,  2.21it/s]14it [00:09,  2.81it/s]15it [00:09,  3.42it/s]16it [00:10,  4.09it/s]17it [00:13,  1.26s/it]18it [00:13,  1.08it/s]19it [00:13,  1.45it/s]20it [00:14,  1.91it/s]21it [00:14,  2.43it/s]22it [00:14,  3.01it/s]23it [00:14,  3.62it/s]24it [00:14,  4.28it/s]25it [00:18,  1.21s/it]26it [00:18,  1.13it/s]27it [00:18,  1.49it/s]28it [00:18,  1.96it/s]29it [00:18,  2.49it/s]30it [00:18,  3.12it/s]31it [00:19,  3.62it/s]32it [00:19,  4.27it/s]33it [00:22,  1.30s/it]34it [00:23,  1.05it/s]35it [00:23,  1.41it/s]36it [00:23,  1.87it/s]37it [00:23,  2.39it/s]38it [00:23,  2.99it/s]39it [00:23,  3.55it/s]40it [00:23,  4.21it/s]41it [00:27,  1.26s/it]42it [00:27,  1.08it/s]43it [00:27,  1.45it/s]44it [00:28,  1.91it/s]45it [00:28,  2.44it/s]46it [00:28,  3.05it/s]47it [00:28,  3.61it/s]48it [00:28,  4.26it/s]49it [00:32,  1.22s/it]50it [00:32,  1.12it/s]51it [00:32,  1.50it/s]52it [00:32,  1.97it/s]53it [00:32,  2.52it/s]54it [00:32,  3.14it/s]55it [00:32,  3.76it/s]56it [00:33,  4.42it/s]57it [00:35,  1.23it/s]58it [00:35,  1.65it/s]59it [00:35,  2.15it/s]60it [00:35,  2.73it/s]61it [00:35,  1.71it/s]==============================
          |  predict          
          |  Postive  Negtive 
==============================
  Postive |  11824    3530      =  15354
  Negtive |  5407    39949      =  45356
==============================
Accuracy :  0.8527919617855378
Specificity :  0.8807875474027692
Recall :  0.770092484043246
Precision :  0.6862050954674714
F1Score :  0.7257326990946754
Current LR: 0.00128552

Iteration   1 loss 0.329881
Iteration   2 loss 0.359453
Iteration   3 loss 0.330029
Iteration   4 loss 0.338102
Iteration   5 loss 0.344325
Iteration   6 loss 0.341071
Iteration   7 loss 0.349575
Iteration   8 loss 0.349666
Iteration   9 loss 0.354309
Iteration  10 loss 0.319385
Iteration  11 loss 0.343372
Iteration  12 loss 0.349101
Iteration  13 loss 0.360117
Iteration  14 loss 0.342268
Iteration  15 loss 0.356289
Iteration  16 loss 0.340564
Iteration  17 loss 0.358687
Iteration  18 loss 0.312542
Iteration  19 loss 0.353930
Iteration  20 loss 0.336911
Iteration  21 loss 0.320237
Iteration  22 loss 0.322925
Iteration  23 loss 0.350707
